col1|col2|col3|col4|col5|col6|col7|col8|col9|col10|col11|col12|col13|col14|col15|col16|col17|col18|col19|col20|col21|col22|col23|col24|col25|col26|col27|col28
39|No|Rarely|Sales|40|4|Life Sciences|1|182|4|Female|2|Sales Executive|3|5902|4|Y|14|3|3|80||17|1|4|15|5|9
32|No|Rarely|Research & Development|50|2|Life Sciences|1|1555|4|Female|2|Research Scientist|2|5878|3|Y|12|3|1|80||12|2|3|7|2|5
29|No|Rarely|Sales|100|3|Medical|1|1650|3|Male|2|Sales Executive|3|5869|9|Y|11|3|3|80||8|2|3|5|1|4
31|No|Rarely|Research & Development|120|3|Medical|1|961|4|Female|3|Healthcare Representative|4|5855|0|Y|11|3|3|80||10|2|1|9|8|5
26| Yes|Rarely|Sales|40|4|Marketing|1|401|4|Male|2|Sales Executive|4|5828|1|Y|12|2|2|80||8|0|3|8|7|4
35|Yes|Rarely|Sales|270|3|Life Sciences|1|1797|3|Male|3|Sales Executive|4|5813|1|Y|18|2|4|80||10|2|3|10|7|7
38|No|Rarely|Research & Development|180|3|Medical|1|1766|2|Male|1|Healthcare Representative|4|5811|3|Y|16|3|3|80||15|2|3|1|1|0
36|No|Rarely|Research & Development|40|4|Life Sciences|1|1435|1|Male|2|Laboratory Technician|4|5810|1|Y|16|3|3|80||10|2|2|10|1|8
30|No|Rarely|Research & Development|280|2|Medical|1|441|4|Female|3|Research Scientist|4|5775|1|Y|13|3|4|80||11|2|3|10|1|9
46|No|Frequently|Sales|50|4|Marketing|1|62|1|Male|3|Sales Executive|4|5772|4|Y|21|4|3|80||14|4|3|9|0|8
45|No|Rarely|Research & Development|20|2|Other|1|1635|4|Female|2|Manufacturing Director|4|5770|1|Y|19|3|1|80||10|3|3|10|3|9
27|No|Rarely|Sales|100|3|Marketing|1|1403|4|Female|2|Sales Executive|4|5769|1|Y|11|3|4|80||6|3|3|6|4|4
45|No|Rarely|Research & Development|50|5|Medical|1|1611|3|Female|1|Laboratory Technician|1|5769|1|Y|14|3|1|80||10|3|3|10|1|4
37|No|Rarely|Research & Development|190|3|Life Sciences|1|1631|3|Male|3|Manufacturing Director|3|5768|3|Y|17|3|1|80||9|2|2|4|0|2
29|Yes|Frequently|Sales|130|3|Technical Degree|1|1487|1|Female|3|Sales Executive|2|5765|5|Y|11|3|1|80||7|4|1|5|0|0
35|No|Non-Travel|Research & Development|20|2|Medical|1|1804|2|Male|3|Manufacturing Director|4|5762|2|Y|14|3|3|80||15|6|3|7|1|7
34|No|Frequently|Research & Development|220|4|Other|1|1932|3|Male|2|Research Scientist|4|5747|1|Y|15|3|2|80||16|3|3|15|6|11
38|No|Rarely|Research & Development|230|4|Life Sciences|1|393|4|Male|3|Healthcare Representative|4|5745|9|Y|14|3|2|80||10|2|3|2|1|2
25|Yes|Rarely|Sales|50|3|Marketing|1|142|3|Male|2|Sales Executive|3|5744|1|Y|11|3|4|80||6|1|3|6|0|3
44|No|Frequently|Human Resources|10|5|Human Resources|1|1642|1|Male|3|Human Resources|4|5743|4|Y|11|3|3|80||14|3|3|10|0|2
39|No|Non-Travel|Sales|210|4|Life Sciences|1|1929|1|Female|1|Sales Executive|3|5736|6|Y|19|3|3|80||10|1|3|3|1|2
37|No|Rarely|Research & Development|250|2|Medical|1|1161|3|Female|2|Healthcare Representative|4|5731|7|Y|13|3|3|80||9|2|3|6|1|3
40|No|Rarely|Sales|20|2|Marketing|1|516|4|Female|3|Sales Executive|2|5715|7|Y|12|3|3|80||8|5|3|5|1|3
34|No|Rarely|Sales|90|1|Life Sciences|1|1163|2|Female|3|Sales Executive|3|5714|1|Y|20|4|1|80||6|3|2|6|1|3
35|No|Frequently|Research & Development||4|Life Sciences|1|2049|3|Male|3|Healthcare Representative|3|5689|1|Y|14|3|4|80||10|2|4|10|0|2
43|No|Frequently|Research & Development|90|5|Medical|1|663|4|Male|3|Laboratory Technician|3|5679|3|Y|13|3|2|80||10|3|3|8|4|7
40|No|Rarely|Sales|20|2|Marketing|1|1986|2|Female|3|Sales Executive|2|5677|3|Y|14|3|3|80||15|4|3|11|5|10
43|No|Frequently|Sales|20|4|Life Sciences|1|1849|1|Male|3|Sales Executive|4|5675|1|Y|20|4|3|80||7|5|3|7|7|7
36|No|Non-Travel|Research & Development|240|4|Life Sciences|1|419|2|Female|3|Laboratory Technician|2|5674|7|Y|15|3|3|80||11|3|3|9|0|8
36|No|Rarely|Sales|100|4|Technical Degree|1|1880|2|Female|2|Sales Executive|3|5673|1|Y|13|3|1|80||10|4|3|10|1|7
38|No|Non-Travel|Sales|100|3|Technical Degree|1|983|3|Female|3|Sales Executive|4|5666|1|Y|13|4|2|80||6|1|3|5|1|3
28|No|Rarely|Research & Development|160|2|Medical|1|412|2|Male|4|Healthcare Representative|1|5661|0|Y|19|3|3|80||9|2|3|8|0|7
58|No|Non-Travel|Research & Development|10|4|Life Sciences|1|422|4|Male|1|Healthcare Representative|3|5660|2|Y|13|3|4|80||12|2|3|5|1|2
36|No|Rarely|Sales|160|4|Marketing|1|1436|3|Female|2|Sales Executive|1|5647|4|Y|13|3|1|80||11|3|2|3|0|2
31|Yes|Frequently|Sales|260|4|Marketing|1|1967|1|Male|3|Sales Executive|4|5617|1|Y|11|3|3|80|0|10|4|3|10|0|8
40|No|Frequently|Research & Development|260|3|Medical|1|202|2|Female|3|Research Scientist|2|5605|1|Y|11|3|1|80|10|20|2|3|20|2|13
38|No|Rarely|Sales|70|2|Medical|1|382|1|Female|4|Sales Executive|1|5605|1|Y|24|4|3|80|10|8|3|3|8|7|7
45|No|Non-Travel|Sales|90|4|Life Sciences|1|1117|2|Female|2|Sales Executive|3|5593|1|Y|13|3|4|80||15|2|3|15|4|12
31|No|Rarely|Research & Development|230|3|Medical|1|367|2|Male|2|Healthcare Representative|4|5582|0|Y|21|4|2|80||10|2|3|9|7|8
52|No|Rarely|Research & Development|60|2|Technical Degree|1|630|4|Male|3|Research Scientist|1|5577|3|Y|12|3|2|80|20|18|3|3|10|6|9
43|No|Frequently|Research & Development|10|3|Life Sciences|1|902|4|Female|3|Healthcare Representative|4|5562|4|Y|13|3|2|80|10|12|2|2|5|2|2
36|No|Frequently|Research & Development|60|4|Life Sciences|1|1594|1|Male|4|Laboratory Technician|1|5562|3|Y|13|3|4|80||9|3|3|3|0|2
46|No|Rarely|Research & Development|130|4|Life Sciences|1|1727|3|Male|3|Healthcare Representative|2|5562|6|Y|14|3|4|80|0|19|3|3|10|0|9
29|No|Rarely|Sales|30|2|Medical|1|690|2|Female|3|Sales Executive|3|5561|1|Y|14|3|1|80||6|5|2|6|1|2
35|No|Rarely|Sales|180|4|Medical|1|1945|2|Male|3|Sales Executive|1|5561|0|Y|16|3|4|80||6|2|1|5|0|4
42|No|Rarely|Research & Development|130|3|Medical|1|1803|2|Male|4|Healthcare Representative|1|5538|5|Y|18|3|3|80||10|2|2|0|0|0
36|No|Rarely|Sales|170|2|Marketing|1|1908|3|Male|2|Sales Executive|2|5507|2|Y|16|3|3|80|20|12|1|1|4|1|3
33|No|Rarely|Sales|20|4|Medical|1|1670|4|Male|3|Sales Executive|4|5505|1|Y|14|3|3|80||6|5|3|6|0|4
33|No|Frequently|Research & Development|10|4|Other|1|998|3|Female|4|Healthcare Representative|2|5488|1|Y|13|3|1|80||6|2|3|6|1|2
33|No|Rarely|Sales|100|4|Marketing|1|1924|2|Male|3|Sales Executive|3|5487|1|Y|14|3|2|80||10|2|2|10|0|9
48|No|Rarely|Sales|70|3|Marketing|1|1466|3|Male|3|Sales Executive|1|5486|4|Y|11|3|1|80||15|3|3|2|2|2
54|No|Rarely|Research & Development|190|4|Medical|1|799|4|Female|3|Manufacturing Director|1|5485|9|Y|11|3|2|80||9|4|3|5|1|4
32|No|Rarely|Sales|70|3|Life Sciences|1|420|4|Male|2|Sales Executive|3|5484|1|Y|14|3|3|80||13|3|2|13|4|8
34|No|Rarely|Research & Development|10|4|Life Sciences|1|1580|2|Male|3|Research Scientist|4|5484|9|Y|17|3|2|80||9|3|2|2|2|1
51|No|Rarely|Research & Development|20|3|Medical|1|408|4|Male|1|Manufacturing Director|2|5482|5|Y|18|3|4|80||13|3|3|4|1|2
31|No|Rarely|Sales|50|4|Life Sciences|1|1673|1|Female|3|Sales Executive|4|5476|1|Y|11|3|1|80|20|10|2|3|10|0|2
59|No|Frequently|Sales|10|1|Life Sciences|1|91|1|Female|2|Sales Executive|3|5473|7|Y|11|3|4|80||20|2|2|4|1|3
40|No|Rarely|Sales|90|2|Medical|1|1548|1|Male|3|Sales Executive|1|5473|0|Y|12|3|4|80||9|5|4|8|7|1
26|No|Rarely|Research & Development|20|2|Medical|1|1018|4|Male|4|Manufacturing Director|4|5472|1|Y|12|3|2|80|0|8|2|3|8|1|3
32|No|Rarely|Research & Development|20|3|Medical|1|1671|4|Male|3|Research Scientist|2|5470|0|Y|13|3|3|80|20|10|4|2|9|1|6
31|No|Rarely|Sales|290|4|Marketing|1|1784|1|Female|2|Sales Executive|4|5468|1|Y|14|3|1|80||13|3|3|12|5|7
41|No|Frequently|Research & Development|220|3|Life Sciences|1|1392|4|Female|3|Research Scientist|4|5467|3|Y|14|3|1|80||12|4|2|6|3|3
47|No|Non-Travel|Research & Development|140|4|Technical Degree|1|1934|3|Male|3|Research Scientist|2|5467|8|Y|18|3|3|80|10|16|4|4|8|1|7
31|No|Rarely|Sales|60|4|Medical|1|653|1|Male|4|Sales Executive|4|5460|4|Y|22|4|4|80||13|4|4|7|5|7
44|No|Rarely|Sales|10|5|Marketing|1|68|2|Female|3|Sales Executive|1|5454|5|Y|21|4|3|80||9|2|2|4|1|3
51|No|Rarely|Sales||4|Marketing|1|120|3|Male|3|Sales Executive|4|5441|0|Y|22|4|4|80|0|11|2|1|10|1|0
35|Yes|Rarely|Sales|150|2|Medical|1|1645|1|Male|1|Sales Executive|4|5440|6|Y|14|3|4|80||7|2|2|2|2|2
34|No|Rarely|Research & Development|30|3|Life Sciences|1|1658|4|Female|3|Research Scientist|2|5433|1|Y|12|3|3|80|10|11|2|3|11|7|9
34|No|Rarely|Research & Development|290|3|Medical|1|1377|2|Male|3|Laboratory Technician|3|5429|4|Y|13|3|1|80||10|1|3|8|7|7
55|No|Rarely|Research & Development|200|2|Technical Degree|1|389|2|Male|3|Laboratory Technician|4|5415|3|Y|19|3|4|80||12|4|3|10|0|8
36|No|Rarely|Research & Development|20|4|Life Sciences|1|1294|3|Female|3|Manufacturing Director|2|5410|9|Y|11|3|4|80||18|2|3|16|5|12
42|No|Rarely|Research & Development|180|4|Life Sciences|1|1998|4|Male|3|Research Scientist|1|5410|6|Y|17|3|3|80|10|9|3|2|4|1|2
36|No|Non-Travel|Sales|150|4|Marketing|1|2036|4|Male|1|Sales Executive|4|5406|1|Y|24|4|1|80||15|4|2|15|11|11
60|No|Rarely|Sales||4|Marketing|1|732|1|Male|3|Sales Executive|1|5405|8|Y|14|3|4|80||10|1|3|2|2|2
38|No|Rarely|Sales|20|4|Marketing|1|1835|2|Female|1|Sales Representative|4|5405|2|Y|20|4|1|80|20|20|4|2|4|0|3
45|No|Frequently|Research & Development|10|4|Medical|1|1922|2|Male|3|Healthcare Representative|3|5399|4|Y|12|3|3|80||12|3|3|4|0|3
32|No|Rarely|Sales|100|3|Marketing|1|722|4|Male|3|Sales Executive|4|5396|1|Y|12|3|4|80||10|2|2|10|0|8
49|No|Frequently|Sales|20|3|Medical|1|2065|4|Male|2|Sales Executive|2|5390|2|Y|14|3|4|80||17|3|2|9|0|8
48|Yes|Rarely|Research & Development||2|Life Sciences|1|64|1|Male|2|Laboratory Technician|3|5381|9|Y|13|2|4|80||23|2|3|1|0|0
56|No|Rarely|Sales|110|5|Marketing|1|1935|4|Female|2|Sales Executive|1|5380|4|Y|16|4|3|80|10|6|3|3|0|0|0
39|No|Rarely|Research & Development|100|5|Medical|1|1618|2|Male|3|Manufacturing Director|1|5377|2|Y|13|3|4|80||10|3|3|7|7|7
33|No|Frequently|Sales||3|Life Sciences|1|52|3|Female|4|Sales Executive|1|5376|2|Y|19|3|1|80||10|3|3|5|1|3
29|No|Rarely|Research & Development|10|3|Life Sciences|1|1954|1|Male|3|Healthcare Representative|1|5373|0|Y|12|3|1|80|10|6|5|2|5|0|2
33|No|Non-Travel|Sales|160|3|Life Sciences|1|1681|3|Female|3|Sales Executive|4|5368|1|Y|25|4|3|80||7|2|3|6|1|2
35|No|Rarely|Research & Development|10|3|Medical|1|1369|4|Female|2|Laboratory Technician|4|5363|0|Y|12|3|2|80|10|10|0|3|9|0|0
36|No|Rarely|Research & Development|260|4|Life Sciences|1|1682|1|Male|3|Healthcare Representative|3|5347|6|Y|14|3|2|80||10|2|2|3|0|2
43|Yes|Rarely|Sales|90|3|Marketing|1|1188|1|Female|1|Sales Executive|3|5346|8|Y|13|3|2|80||7|2|2|4|1|3
34|Yes|Frequently|Research & Development|90|4|Life Sciences|1|1807|4|Male|3|Laboratory Technician|1|5346|4|Y|17|3|3|80||11|3|2|7|0|7
34|No|Frequently|Research & Development|10|3|Medical|1|1184|4|Male|2|Healthcare Representative|1|5343|0|Y|20|4|3|80||14|3|3|13|4|9
38|No|Rarely|Sales|100|2|Life Sciences|1|2041|1|Female|3|Sales Executive|4|5343|1|Y|11|3|3|80|10|10|1|3|10|1|9
34|No|Rarely|Sales|210|4|Life Sciences|1|621|4|Male|4|Sales Executive|4|5337|1|Y|12|3|4|80|0|10|3|3|10|5|7
31|No|Frequently|Sales|20|4|Other|1|1613|4|Male|3|Sales Executive|1|5332|7|Y|13|3|4|80|0|10|3|3|5|0|3
38|No|Non-Travel|Research & Development|60|3|Medical|1|107|2|Female|1|Research Scientist|4|5329|7|Y|12|3|4|80||17|3|3|13|1|9
26|Yes|Rarely|Sales|80|3|Technical Degree|1|796|4|Male|2|Sales Executive|1|5326|6|Y|17|2|3|80||6|2|2|4|1|2
33|Yes|Rarely|Sales|160|3|Marketing|1|819|1|Female|3|Sales Executive|1|5324|5|Y|15|3|3|80||6|3|3|3|0|2
38|No|Frequently|Research & Development|60|4|Life Sciences|1|1997|1|Male|2|Manufacturing Director|3|5321|2|Y|11|3|4|80||10|1|3|8|7|7
32|No|Frequently|Research & Development|240|4|Life Sciences|1|772|1|Male|3|Laboratory Technician|4|5309|1|Y|15|3|4|80||10|2|3|10|4|7
34|Yes|Non-Travel|Sales|190|3|Marketing|1|502|1|Male|4|Sales Executive|4|5304|8|Y|13|3|2|80|0|9|3|2|5|0|4
30|No|Rarely|Sales|270|5|Marketing|1|747|3|Male|3|Sales Executive|4|5304|7|Y|23|4|4|80||10|2|2|8|7|7
30|No|Rarely|Sales|160|1|Life Sciences|1|1479|4|Male|3|Sales Executive|3|5301|8|Y|15|3|3|80||4|2|2|2|2|2
|No|Rarely|Sales|10|3|Life Sciences|1|476|3|Male|3|Sales Executive|3|5296|1|Y|17|3|2|80|10|8|3|3|8|7|7
39|No|Rarely|Research & Development|120|3|Medical|1|1654|4|Male|3|Manufacturing Director|2|5295|4|Y|21|4|3|80||7|3|3|5|1|0
30|No|Rarely|Research & Development|160|3|Life Sciences|1|1763|3|Male|4|Healthcare Representative|3|5294|3|Y|16|3|3|80||10|3|3|7|1|7
42|No|Non-Travel|Research & Development||2|Medical|1|270|3|Female|3|Manufacturing Director|3|5265|2|Y|16|3|2|80||11|5|3|5|0|2
46|No|Non-Travel|Research & Development|70|4|Medical|1|487|3|Female|3|Manufacturing Director|3|5258|2|Y|14|3|3|80|0|7|2|4|1|0|0
43|No|Frequently|Research & Development|100|4|Life Sciences|1|448|3|Female|2|Laboratory Technician|3|5257|1|Y|11|3|2|80||9|3|4|9|0|0
28|No|Rarely|Sales|90|4|Life Sciences|1|498|2|Male|3|Sales Executive|4|5253|1|Y|16|3|4|80||7|1|3|7|0|7
38|No|Non-Travel|Sales|20|2|Life Sciences|1|361|4|Male|2|Sales Executive|4|5249|3|Y|18|3|4|80||13|0|3|8|7|5
39|Yes|Rarely|Sales|30|2|Medical|1|445|4|Female|3|Sales Executive|3|5238|4|Y|18|3|1|80||12|3|2|1|0|0
31|No|Frequently|Research & Development|240|1|Technical Degree|1|1736|4|Female|3|Manufacturing Director|4|5238|2|Y|20|4|4|80|0|9|3|2|5|1|4
36|No|Rarely|Research & Development||3|Medical|1|13|3|Male|3|Healthcare Representative|3|5237|6|Y|13|3|2|80||17|3|2|7|7|7
42|No|Rarely|Research & Development|30|3|Life Sciences|1|894|3|Female|4|Laboratory Technician|4|5231|2|Y|13|3|2|80|10|17|1|2|5|1|3
32|No|Rarely|Sales|80|2|Technical Degree|1|436|3|Female|2|Sales Executive|2|5228|1|Y|11|3|4|80|0|13|2|3|13|11|9
36|No|Rarely|Research & Development|10|3|Other|1|823|3|Female|3|Manufacturing Director|2|5228|0|Y|15|3|1|80||10|2|3|9|0|5
60|No|Rarely|Sales|70|4|Marketing|1|1233|2|Male|4|Sales Executive|4|5220|0|Y|18|3|2|80||12|3|3|11|1|9
45|No|Frequently|Research & Development|70|3|Life Sciences|1|425|1|Male|3|Laboratory Technician|1|5210|1|Y|18|3|1|80||24|2|3|24|9|11
30|No|Rarely|Sales||2|Medical|1|121|3|Female|2|Sales Executive|2|5209|1|Y|12|3|2|80||11|4|2|11|2|7
35|No|Rarely|Research & Development|180|5|Life Sciences|1|1621|2|Male|4|Research Scientist|1|5208|1|Y|11|3|4|80||16|2|3|16|1|10
33|No|Rarely|Research & Development|280|4|Life Sciences|1|1549|2|Male|3|Laboratory Technician|3|5207|1|Y|12|3|2|80||15|3|3|15|5|7
25|No|Frequently|Research & Development|20|1|Life Sciences|1|1653|4|Male|4|Manufacturing Director|3|5206|1|Y|17|3|3|80||7|6|3|7|0|7
39|No|Rarely|Human Resources|20|3|Life Sciences|1|909|4|Female|2|Human Resources|4|5204|8|Y|11|3|3|80||13|2|3|5|0|4
35|No|Rarely|Sales|70|4|Life Sciences|1|1962|3|Female|3|Sales Executive|4|5204|1|Y|11|3|4|80||10|2|3|10|0|9
32|No|Rarely|Research & Development|80|2|Medical|1|865|3|Female|4|Research Scientist|3|5175|5|Y|12|3|3|80||9|3|2|5|1|3
59|No|Rarely|Sales|30|3|Life Sciences|1|1254|3|Female|2|Sales Executive|4|5171|5|Y|17|3|4|80||13|2|3|6|0|5
37|No|Non-Travel|Research & Development|20|2|Life Sciences|1|139|3|Male|2|Healthcare Representative|4|5163|5|Y|14|3|4|80||17|2|4|1|0|0
55|Yes|Rarely|Sales|20|1|Medical|1|842|3|Male|3|Sales Executive|4|5160|4|Y|16|3|3|80||12|3|2|9|7|3
42|No|Rarely|Sales|40|4|Marketing|1|1171|2|Male|3|Sales Executive|1|5155|7|Y|13|3|4|80||9|3|4|6|1|5
45|No|Non-Travel|Sales|20|4|Life Sciences|1|1845|3|Female|3|Sales Executive|3|5154|4|Y|22|4|2|80|||3|4|8|5|7
39|No|Rarely|Research & Development|90|2|Medical|1|1936|1|Male|3|Manufacturing Director|1|5151|1|Y|25|4|4|80||10|3|3|10|7|9
33|No|Non-Travel|Sales|20|3|Marketing|1|1756|4|Female|3|Sales Executive|2|5147|8|Y|15|4|4|80||13|2|2|11|1|7
36|No|Frequently|Research & Development|40|2|Life Sciences|1|2025|4|Female|3|Manufacturing Director|2|5131|7|Y|13|3|2|80||18|3|3|4|0|2
49|No|Frequently|Research & Development||1|Life Sciences|1|2|3|Male|2|Research Scientist|2|5130|1|Y|23|4|4|80||10|3|3|10|1|7
30|No|Rarely|Research & Development|10|1|Life Sciences|1|104|4|Male|2|Laboratory Technician|4|5126|1|Y|12|3|3|80||10|1|2|10|3|0
34|No|Rarely|Research & Development|80|5|Life Sciences|1|775|2|Female|3|Manufacturing Director|1|5121|3|Y|14|3|3|80|||3|3|0|0|0
35|No|Rarely|Research & Development|90|4|Medical|1|2008|2|Male|3|Research Scientist|3|5098|1|Y|19|3|2|80||10|5|3|10|0|8
40|No|Frequently|Research & Development|160|4|Medical|1|832|1|Male|2|Laboratory Technician|3|5094|6|Y|14|3|4|80||10|6|3|1|0|0
35|No|Non-Travel|Research & Development|20|4|Life Sciences|1|771|4|Female|3|Healthcare Representative|1|5093|2|Y|11|3|1|80||16|2|4|1|0|0
42|No|Rarely|Sales|120|4|Marketing|1|1943|2|Male|3|Sales Executive|4|5087|3|Y|12|3|3|80||14|4|3|0|0|0
36|No|Non-Travel|Sales|80|4|Technical Degree|1|990|1|Male|3|Sales Executive|4|5079|4|Y|13|3|4|80||12|3|3|7|0|7
27|No|Frequently|Sales|20|1|Life Sciences|1|1371|4|Male|1|Sales Executive|4|5071|3|Y|20|4|2|80||8|3|3|6|0|0
47|No|Rarely|Research & Development|20|2|Medical|1|574|1|Female|3|Manufacturing Director|4|5070|5|Y|13|3|3|80||20|2|3|5|0|4
47|No|Frequently|Research & Development|160|4|Medical|1|987|3|Male|4|Manufacturing Director|3|5067|1|Y|19|3|3|80|||3|4|19|2|7
34|No|Frequently|Research & Development|100|4|Technical Degree|1|1597|4|Male|2|Healthcare Representative|3|5063|1|Y|14|3|2|80||8|3|2|8|7|7
29|No|Rarely|Research & Development||1|Medical|1|1150|2|Male|2|Manufacturing Director|4|5056|1|Y|15|3|3|80||10|2|2|10|1|2
32|No|Rarely|Research & Development|20|4|Medical|1|439|1|Female|4|Research Scientist|4|5055|7|Y|16|3|3|80||10|0|2|7|0|7
39|No|Frequently|Research & Development|40|3|Medical|1|1633|1|Female|3|Manufacturing Director|3|5042|0|Y|13|3|4|80||10|2|1|9|3|8
44|No|Rarely|Research & Development|10|4|Life Sciences|1|1903|2|Male|4|Healthcare Representative|1|5033|2|Y|15|3|4|80||10|5|3|2|2|2
46|No|Rarely|Human Resources|50|2|Medical|1|103|2|Male|3|Human Resources|2|5021|8|Y|22|4|4|80||16|2|3|4|0|2
32|No|Rarely|Sales|60|4|Medical|1|125|2|Male|3|Sales Executive|3|5010|1|Y|16|3|1|80||12|0|3|11|5|7
45|No|Rarely|Sales|40|2|Life Sciences|1|240|3|Female|3|Sales Executive|1|5006|4|Y|11|3|1|80||9|3|4|5|0|3
41|No|Rarely|Research & Development|70|2|Medical|1|1025|4|Female|3|Manufacturing Director|3|5003|6|Y|14|3|2|80|||6|3|2|2|1
31|No|Frequently|Research & Development|10|3|Life Sciences|1|1956|4|Male|1|Research Scientist|1|5003|1|Y|21|4|2|80||10|6|3|10|8|7
24|No|Rarely|Sales|30|2|Other|1|128|1|Female|3|Sales Executive|3|4999|0|Y|21|4|1|80||4|2|2|3|0|2
32|No|Frequently|Research & Development|20|2|Life Sciences|1|1235|4|Female|3|Research Scientist|3|4998|4|Y|14|3|4|80||10|2|3|8|0|7
47|No|Non-Travel|Sales|20|4|Marketing|1|1731|3|Male|3|Sales Executive|2|4978|7|Y|11|3|4|80||4|3|1|1|0|0
26|Yes|Non-Travel|Sales|290|2|Medical|1|1037|2|Male|1|Sales Executive|1|4969|8|Y|18|3|4|80||7|6|3|2|2|2
35|No|Frequently|Sales|110|2|Marketing|1|1137|4|Male|3|Sales Executive|4|4968|1|Y|11|3|4|80||5|3|3|5|0|2
30|No|Frequently|Research & Development|20|4|Technical Degree|1|1745|4|Female|2|Research Scientist|1|4968|0|Y|16|3|4|80||10|2|3|9|0|7
56|Yes|Rarely|Research & Development|140|4|Life Sciences|1|161|2|Female|3|Research Scientist|2|4963|9|Y|18|2|1|80||7|2|3|5|4|3
47|No|Rarely|Sales|140|4|Marketing|1|728|4|Male|3|Sales Executive|1|4960|2|Y|12|3|4|80||20|2|3|7|1|7
25|No|Rarely|Sales|100|4|Life Sciences|1|1240|3|Male|3|Sales Executive|4|4950|0|Y|14|3|2|80||5|4|3|4|1|1
36|No|Rarely|Research & Development|60|2|Medical|1|178|2|Male|3|Manufacturing Director|2|4941|6|Y|20|4|4|80|||0|3|3|0|1
52|Yes|Rarely|Research & Development|80|4|Medical|1|433|3|Male|2|Research Scientist|2|4941|2|Y|15|3|1|80||11|3|2|8|7|7
51|No|Rarely|Sales|140|2|Life Sciences|1|500|3|Female|3|Sales Executive|4|4936|4|Y|11|3|3|80|||2|2|7|0|7
28|No|Rarely|Human Resources|80|2|Medical|1|869|2|Male|2|Human Resources|4|4936|1|Y|13|3|4|80||6|6|3|5|0|4
35|No|Frequently|Research & Development|20|4|Medical|1|1704|1|Male|2|Research Scientist|4|4930|0|Y|14|3|3|80||6|2|4|5|1|4
28|No|Rarely|Sales|50|4|Medical|1|916|1|Male|3|Sales Executive|4|4908|1|Y|14|3|2|80||4|3|3|4|0|2
42|No|Rarely|Sales|10|1|Life Sciences|1|387|2|Male|3|Sales Executive|3|4907|1|Y|25|4|3|80||20|3|3|20|11|6
25|No|Rarely|Sales|80|2|Other|1|2018|1|Female|3|Sales Executive|3|4907|0|Y|22|4|2|80||6|3|2|5|0|4
57|No|Rarely|Research & Development|10|2|Life Sciences|1|1483|2|Male|4|Research Scientist|3|4900|0|Y|24|4|1|80||13|2|2|12|2|8
25|No|Rarely|Research & Development||3|Life Sciences|1|350|1|Female|3|Manufacturing Director|3|4898|0|Y|12|3|4|80|||3|3|4|1|2
28|No|Frequently|Sales|70|3|Life Sciences|1|1507|3|Male|3|Sales Executive|1|4898|0|Y|14|3|4|80||5|5|3|4|1|3
32|Yes|Rarely|Research & Development|70|2|Life Sciences|1|1309|4|Male|3|Laboratory Technician|3|4883|1|Y|18|3|1|80||10|3|3|10|1|1
33|No|Rarely|Research & Development|150|2|Medical|1|2009|2|Female|3|Healthcare Representative|4|4878|0|Y|13|3|1|80||10|6|3|9|8|1
28|No|Rarely|Research & Development|270|3|Medical|1|1622|2|Female|1|Manufacturing Director|1|4877|0|Y|21|4|2|80||6|5|2|5|0|0
40|No|Non-Travel|Research & Development|90|5|Life Sciences|1|287|4|Male|2|Healthcare Representative|4|4876|9|Y|14|3|4|80||5|5|1|3|0|2
43|No|Rarely|Research & Development|270|3|Technical Degree|1|1599|4|Male|4|Laboratory Technician|2|4876|5|Y|12|3|3|80||8|0|3|6|0|2
54|No|Frequently|Research & Development|200|4|Life Sciences|1|450|4|Female|3|Research Scientist|3|4869|3|Y|12|3|4|80||20|4|2|4|0|3
35|No|Rarely|Sales|10|3|Medical|1|620|1|Female|3|Sales Executive|3|4859|1|Y|16|3|4|80|||3|3|5|0|3
38|Yes|Rarely|Research & Development|20|3|Medical|1|1573|3|Male|3|Manufacturing Director|2|4855|4|Y|11|3|1|80||7|2|3|5|1|4
25|No|Rarely|Sales|80|3|Life Sciences|1|707|4|Male|4|Sales Executive|2|4851|0|Y|22|4|3|80||4|4|3|3|1|2
45|No|Rarely|Sales|200|3|Life Sciences|1|2046|4|Female|3|Sales Executive|3|4850|8|Y|15|3|3|80||8|3|3|5|0|1
42|No|Rarely|Research & Development|20|3|Medical|1|1542|3|Male|2|Laboratory Technician|2|4841|4|Y|14|3|2|80|||3|3|1|0|0
36|Yes|Rarely|Research & Development|150|3|Other|1|1052|1|Male|3|Laboratory Technician|3|4834|7|Y|14|2|2|80|10|9|3|2|1|0|0
31|No|Rarely|Research & Development|50|4|Technical Degree|1|423|3|Male|3|Research Scientist|4|4821|0|Y|12|3|3|80||6|4|3|5|0|3
46|No|Rarely|Research & Development||3|Medical|1|550|3|Female|3|Manufacturing Director|3|4810|2|Y|14|3|3|80|10|19|5|2|10|0|8
34|No|Rarely|Research & Development|60|4|Other|1|138|1|Female|3|Research Scientist|3|4809|1|Y|14|3|3|80|0|16|3|3|16|2|10
45|No|Rarely|Sales|20|3|Other|1|606|4|Male|3|Sales Executive|2|4805|0|Y|19|3|2|80||9|3|4|8|3|7
49|No|Rarely|Research & Development|30|2|Medical|1|1509|3|Female|2|Laboratory Technician|1|4789|4|Y|25|4|1|80|10|10|3|3|3|1|2
