,idade,desligado,viagens,departamento,distancia_de_casa,nivel_educacional,campo_da_educacao,id_do_empregado,satisfacao_com_ambiente,genero,envolvimento_com_o_trabalho,cargo,satisfacao_com_trabalho,renda_mensal,numero_de_companhias_que_trabalhou,percentual_de_aumento_salarial,desempenho,satisfacao_com_relacionamento,anos_de_trabalho,treinamentos_no_ultimo_ano,equilibrio_vida_trabalho,anos_na_empresa,anos_desde_a_ultima_promocao,anos_com_atual_gestor,target
637,34.0,no,Rarely,Research & Development,290.0,3,Medical,1377,2,Male,3,Laboratory Technician,3,5429.0,4,13,3,1,10.0,1,3,8,7,7,0
638,55.0,no,Rarely,Research & Development,200.0,2,Technical Degree,389,2,Male,3,Laboratory Technician,4,5415.0,3,19,3,4,12.0,4,3,10,0,8,0
639,36.0,no,Rarely,Research & Development,20.0,4,Life Sciences,1294,3,Female,3,Manufacturing Director,2,5410.0,9,11,3,4,18.0,2,3,16,5,12,0
640,42.0,no,Rarely,Research & Development,180.0,4,Life Sciences,1998,4,Male,3,Research Scientist,1,5410.0,6,17,3,3,9.0,3,2,4,1,2,0
641,36.0,no,Non-Travel,Sales,150.0,4,Marketing,2036,4,Male,1,Sales Executive,4,5406.0,1,24,4,1,15.0,4,2,15,11,11,0
642,60.0,no,Rarely,Sales,130.0,4,Marketing,732,1,Male,3,Sales Executive,1,5405.0,8,14,3,4,10.0,1,3,2,2,2,0
643,38.0,no,Rarely,Sales,20.0,4,Marketing,1835,2,Female,1,Sales Representative,4,5405.0,2,20,4,1,20.0,4,2,4,0,3,0
644,45.0,no,Frequently,Research & Development,10.0,4,Medical,1922,2,Male,3,Healthcare Representative,3,5399.0,4,12,3,3,12.0,3,3,4,0,3,0
645,32.0,no,Rarely,Sales,100.0,3,Marketing,722,4,Male,3,Sales Executive,4,5396.0,1,12,3,4,10.0,2,2,10,0,8,0
646,49.0,no,Frequently,Sales,20.0,3,Medical,2065,4,Male,2,Sales Executive,2,5390.0,2,14,3,4,17.0,3,2,9,0,8,0
647,48.0,yes,Rarely,Research & Development,133.33333333333334,2,Life Sciences,64,1,Male,2,Laboratory Technician,3,5381.0,9,13,2,4,23.0,2,3,1,0,0,1
648,56.0,no,Rarely,Sales,110.0,5,Marketing,1935,4,Female,2,Sales Executive,1,5380.0,4,16,4,3,6.0,3,3,0,0,0,0
649,39.0,no,Rarely,Research & Development,100.0,5,Medical,1618,2,Male,3,Manufacturing Director,1,5377.0,2,13,3,4,10.0,3,3,7,7,7,0
650,33.0,no,Frequently,Sales,86.66666666666667,3,Life Sciences,52,3,Female,4,Sales Executive,1,5376.0,2,19,3,1,10.0,3,3,5,1,3,0
651,29.0,no,Rarely,Research & Development,10.0,3,Life Sciences,1954,1,Male,3,Healthcare Representative,1,5373.0,0,12,3,1,6.0,5,2,5,0,2,0
652,33.0,no,Non-Travel,Sales,160.0,3,Life Sciences,1681,3,Female,3,Sales Executive,4,5368.0,1,25,4,3,7.0,2,3,6,1,2,0
653,35.0,no,Rarely,Research & Development,10.0,3,Medical,1369,4,Female,2,Laboratory Technician,4,5363.0,0,12,3,2,10.0,0,3,9,0,0,0
654,36.0,no,Rarely,Research & Development,260.0,4,Life Sciences,1682,1,Male,3,Healthcare Representative,3,5347.0,6,14,3,2,10.0,2,2,3,0,2,0
655,43.0,yes,Rarely,Sales,90.0,3,Marketing,1188,1,Female,1,Sales Executive,3,5346.0,8,13,3,2,7.0,2,2,4,1,3,1
656,34.0,yes,Frequently,Research & Development,90.0,4,Life Sciences,1807,4,Male,3,Laboratory Technician,1,5346.0,4,17,3,3,11.0,3,2,7,0,7,1
657,34.0,no,Frequently,Research & Development,10.0,3,Medical,1184,4,Male,2,Healthcare Representative,1,5343.0,0,20,4,3,14.0,3,3,13,4,9,0
658,38.0,no,Rarely,Sales,100.0,2,Life Sciences,2041,1,Female,3,Sales Executive,4,5343.0,1,11,3,3,10.0,1,3,10,1,9,0
659,34.0,no,Rarely,Sales,210.0,4,Life Sciences,621,4,Male,4,Sales Executive,4,5337.0,1,12,3,4,10.0,3,3,10,5,7,0
660,31.0,no,Frequently,Sales,20.0,4,Other,1613,4,Male,3,Sales Executive,1,5332.0,7,13,3,4,10.0,3,3,5,0,3,0
661,38.0,no,Non-Travel,Research & Development,60.0,3,Medical,107,2,Female,1,Research Scientist,4,5329.0,7,12,3,4,17.0,3,3,13,1,9,0
662,26.0,yes,Rarely,Sales,80.0,3,Technical Degree,796,4,Male,2,Sales Executive,1,5326.0,6,17,2,3,6.0,2,2,4,1,2,1
663,33.0,yes,Rarely,Sales,160.0,3,Marketing,819,1,Female,3,Sales Executive,1,5324.0,5,15,3,3,6.0,3,3,3,0,2,1
664,38.0,no,Frequently,Research & Development,60.0,4,Life Sciences,1997,1,Male,2,Manufacturing Director,3,5321.0,2,11,3,4,10.0,1,3,8,7,7,0
665,32.0,no,Frequently,Research & Development,240.0,4,Life Sciences,772,1,Male,3,Laboratory Technician,4,5309.0,1,15,3,4,10.0,2,3,10,4,7,0
666,34.0,yes,Non-Travel,Sales,190.0,3,Marketing,502,1,Male,4,Sales Executive,4,5304.0,8,13,3,2,9.0,3,2,5,0,4,1
667,30.0,no,Rarely,Sales,270.0,5,Marketing,747,3,Male,3,Sales Executive,4,5304.0,7,23,4,4,10.0,2,2,8,7,7,0
668,30.0,no,Rarely,Sales,160.0,1,Life Sciences,1479,4,Male,3,Sales Executive,3,5301.0,8,15,3,3,4.0,2,2,2,2,2,0
669,35.666666666666664,no,Rarely,Sales,10.0,3,Life Sciences,476,3,Male,3,Sales Executive,3,5296.0,1,17,3,2,8.0,3,3,8,7,7,0
670,39.0,no,Rarely,Research & Development,120.0,3,Medical,1654,4,Male,3,Manufacturing Director,2,5295.0,4,21,4,3,7.0,3,3,5,1,0,0
671,30.0,no,Rarely,Research & Development,160.0,3,Life Sciences,1763,3,Male,4,Healthcare Representative,3,5294.0,3,16,3,3,10.0,3,3,7,1,7,0
672,42.0,no,Non-Travel,Research & Development,106.66666666666667,2,Medical,270,3,Female,3,Manufacturing Director,3,5265.0,2,16,3,2,11.0,5,3,5,0,2,0
673,46.0,no,Non-Travel,Research & Development,70.0,4,Medical,487,3,Female,3,Manufacturing Director,3,5258.0,2,14,3,3,7.0,2,4,1,0,0,0
674,43.0,no,Frequently,Research & Development,100.0,4,Life Sciences,448,3,Female,2,Laboratory Technician,3,5257.0,1,11,3,2,9.0,3,4,9,0,0,0
675,28.0,no,Rarely,Sales,90.0,4,Life Sciences,498,2,Male,3,Sales Executive,4,5253.0,1,16,3,4,7.0,1,3,7,0,7,0
676,38.0,no,Non-Travel,Sales,20.0,2,Life Sciences,361,4,Male,2,Sales Executive,4,5249.0,3,18,3,4,13.0,0,3,8,7,5,0
677,39.0,yes,Rarely,Sales,30.0,2,Medical,445,4,Female,3,Sales Executive,3,5238.0,4,18,3,1,12.0,3,2,1,0,0,1
678,31.0,no,Frequently,Research & Development,240.0,1,Technical Degree,1736,4,Female,3,Manufacturing Director,4,5238.0,2,20,4,4,9.0,3,2,5,1,4,0
679,36.0,no,Rarely,Research & Development,70.0,3,Medical,13,3,Male,3,Healthcare Representative,3,5237.0,6,13,3,2,17.0,3,2,7,7,7,0
680,42.0,no,Rarely,Research & Development,30.0,3,Life Sciences,894,3,Female,4,Laboratory Technician,4,5231.0,2,13,3,2,17.0,1,2,5,1,3,0
681,32.0,no,Rarely,Sales,80.0,2,Technical Degree,436,3,Female,2,Sales Executive,2,5228.0,1,11,3,4,13.0,2,3,13,11,9,0
682,36.0,no,Rarely,Research & Development,10.0,3,Other,823,3,Female,3,Manufacturing Director,2,5228.0,0,15,3,1,10.0,2,3,9,0,5,0
683,60.0,no,Rarely,Sales,70.0,4,Marketing,1233,2,Male,4,Sales Executive,4,5220.0,0,18,3,2,12.0,3,3,11,1,9,0
684,45.0,no,Frequently,Research & Development,70.0,3,Life Sciences,425,1,Male,3,Laboratory Technician,1,5210.0,1,18,3,1,24.0,2,3,24,9,11,0
685,30.0,no,Rarely,Sales,160.0,2,Medical,121,3,Female,2,Sales Executive,2,5209.0,1,12,3,2,11.0,4,2,11,2,7,0
686,35.0,no,Rarely,Research & Development,180.0,5,Life Sciences,1621,2,Male,4,Research Scientist,1,5208.0,1,11,3,4,16.0,2,3,16,1,10,0
687,33.0,no,Rarely,Research & Development,280.0,4,Life Sciences,1549,2,Male,3,Laboratory Technician,3,5207.0,1,12,3,2,15.0,3,3,15,5,7,0
688,25.0,no,Frequently,Research & Development,20.0,1,Life Sciences,1653,4,Male,4,Manufacturing Director,3,5206.0,1,17,3,3,7.0,6,3,7,0,7,0
689,39.0,no,Rarely,Human Resources,20.0,3,Life Sciences,909,4,Female,2,Human Resources,4,5204.0,8,11,3,3,13.0,2,3,5,0,4,0
690,35.0,no,Rarely,Sales,70.0,4,Life Sciences,1962,3,Female,3,Sales Executive,4,5204.0,1,11,3,4,10.0,2,3,10,0,9,0
691,32.0,no,Rarely,Research & Development,80.0,2,Medical,865,3,Female,4,Research Scientist,3,5175.0,5,12,3,3,9.0,3,2,5,1,3,0
692,59.0,no,Rarely,Sales,30.0,3,Life Sciences,1254,3,Female,2,Sales Executive,4,5171.0,5,17,3,4,13.0,2,3,6,0,5,0
693,37.0,no,Non-Travel,Research & Development,20.0,2,Life Sciences,139,3,Male,2,Healthcare Representative,4,5163.0,5,14,3,4,17.0,2,4,1,0,0,0
694,55.0,yes,Rarely,Sales,20.0,1,Medical,842,3,Male,3,Sales Executive,4,5160.0,4,16,3,3,12.0,3,2,9,7,3,1
695,42.0,no,Rarely,Sales,40.0,4,Marketing,1171,2,Male,3,Sales Executive,1,5155.0,7,13,3,4,9.0,3,4,6,1,5,0
696,45.0,no,Non-Travel,Sales,20.0,4,Life Sciences,1845,3,Female,3,Sales Executive,3,5154.0,4,22,4,2,14.0,3,4,8,5,7,0
697,39.0,no,Rarely,Research & Development,90.0,2,Medical,1936,1,Male,3,Manufacturing Director,1,5151.0,1,25,4,4,10.0,3,3,10,7,9,0
698,33.0,no,Non-Travel,Sales,20.0,3,Marketing,1756,4,Female,3,Sales Executive,2,5147.0,8,15,4,4,13.0,2,2,11,1,7,0
699,36.0,no,Frequently,Research & Development,40.0,2,Life Sciences,2025,4,Female,3,Manufacturing Director,2,5131.0,7,13,3,2,18.0,3,3,4,0,2,0
700,49.0,no,Frequently,Research & Development,156.66666666666666,1,Life Sciences,2,3,Male,2,Research Scientist,2,5130.0,1,23,4,4,10.0,3,3,10,1,7,0
701,30.0,no,Rarely,Research & Development,10.0,1,Life Sciences,104,4,Male,2,Laboratory Technician,4,5126.0,1,12,3,3,10.0,1,2,10,3,0,0
702,34.0,no,Rarely,Research & Development,80.0,5,Life Sciences,775,2,Female,3,Manufacturing Director,1,5121.0,3,14,3,3,10.0,3,3,0,0,0,0
703,35.0,no,Rarely,Research & Development,90.0,4,Medical,2008,2,Male,3,Research Scientist,3,5098.0,1,19,3,2,10.0,5,3,10,0,8,0
704,40.0,no,Frequently,Research & Development,160.0,4,Medical,832,1,Male,2,Laboratory Technician,3,5094.0,6,14,3,4,10.0,6,3,1,0,0,0
705,35.0,no,Non-Travel,Research & Development,20.0,4,Life Sciences,771,4,Female,3,Healthcare Representative,1,5093.0,2,11,3,1,16.0,2,4,1,0,0,0
706,42.0,no,Rarely,Sales,120.0,4,Marketing,1943,2,Male,3,Sales Executive,4,5087.0,3,12,3,3,14.0,4,3,0,0,0,0
707,36.0,no,Non-Travel,Sales,80.0,4,Technical Degree,990,1,Male,3,Sales Executive,4,5079.0,4,13,3,4,12.0,3,3,7,0,7,0
708,27.0,no,Frequently,Sales,20.0,1,Life Sciences,1371,4,Male,1,Sales Executive,4,5071.0,3,20,4,2,8.0,3,3,6,0,0,0
709,47.0,no,Rarely,Research & Development,20.0,2,Medical,574,1,Female,3,Manufacturing Director,4,5070.0,5,13,3,3,20.0,2,3,5,0,4,0
710,47.0,no,Frequently,Research & Development,160.0,4,Medical,987,3,Male,4,Manufacturing Director,3,5067.0,1,19,3,3,10.666666666666666,3,4,19,2,7,0
711,34.0,no,Frequently,Research & Development,100.0,4,Technical Degree,1597,4,Male,2,Healthcare Representative,3,5063.0,1,14,3,2,8.0,3,2,8,7,7,0
712,29.0,no,Rarely,Research & Development,90.0,1,Medical,1150,2,Male,2,Manufacturing Director,4,5056.0,1,15,3,3,10.0,2,2,10,1,2,0
713,32.0,no,Rarely,Research & Development,20.0,4,Medical,439,1,Female,4,Research Scientist,4,5055.0,7,16,3,3,10.0,0,2,7,0,7,0
714,39.0,no,Frequently,Research & Development,40.0,3,Medical,1633,1,Female,3,Manufacturing Director,3,5042.0,0,13,3,4,10.0,2,1,9,3,8,0
715,44.0,no,Rarely,Research & Development,10.0,4,Life Sciences,1903,2,Male,4,Healthcare Representative,1,5033.0,2,15,3,4,10.0,5,3,2,2,2,0
716,46.0,no,Rarely,Human Resources,50.0,2,Medical,103,2,Male,3,Human Resources,2,5021.0,8,22,4,4,16.0,2,3,4,0,2,0
717,32.0,no,Rarely,Sales,60.0,4,Medical,125,2,Male,3,Sales Executive,3,5010.0,1,16,3,1,12.0,0,3,11,5,7,0
718,45.0,no,Rarely,Sales,40.0,2,Life Sciences,240,3,Female,3,Sales Executive,1,5006.0,4,11,3,1,9.0,3,4,5,0,3,0
719,41.0,no,Rarely,Research & Development,70.0,2,Medical,1025,4,Female,3,Manufacturing Director,3,5003.0,6,14,3,2,12.333333333333334,6,3,2,2,1,0
720,31.0,no,Frequently,Research & Development,10.0,3,Life Sciences,1956,4,Male,1,Research Scientist,1,5003.0,1,21,4,2,10.0,6,3,10,8,7,0
721,24.0,no,Rarely,Sales,30.0,2,Other,128,1,Female,3,Sales Executive,3,4999.0,0,21,4,1,4.0,2,2,3,0,2,0
722,32.0,no,Frequently,Research & Development,20.0,2,Life Sciences,1235,4,Female,3,Research Scientist,3,4998.0,4,14,3,4,10.0,2,3,8,0,7,0
723,47.0,no,Non-Travel,Sales,20.0,4,Marketing,1731,3,Male,3,Sales Executive,2,4978.0,7,11,3,4,4.0,3,1,1,0,0,0
724,26.0,yes,Non-Travel,Sales,290.0,2,Medical,1037,2,Male,1,Sales Executive,1,4969.0,8,18,3,4,7.0,6,3,2,2,2,1
725,35.0,no,Frequently,Sales,110.0,2,Marketing,1137,4,Male,3,Sales Executive,4,4968.0,1,11,3,4,5.0,3,3,5,0,2,0
726,30.0,no,Frequently,Research & Development,20.0,4,Technical Degree,1745,4,Female,2,Research Scientist,1,4968.0,0,16,3,4,10.0,2,3,9,0,7,0
727,56.0,yes,Rarely,Research & Development,140.0,4,Life Sciences,161,2,Female,3,Research Scientist,2,4963.0,9,18,2,1,7.0,2,3,5,4,3,1
728,47.0,no,Rarely,Sales,140.0,4,Marketing,728,4,Male,3,Sales Executive,1,4960.0,2,12,3,4,20.0,2,3,7,1,7,0
729,25.0,no,Rarely,Sales,100.0,4,Life Sciences,1240,3,Male,3,Sales Executive,4,4950.0,0,14,3,2,5.0,4,3,4,1,1,0
730,36.0,no,Rarely,Research & Development,60.0,2,Medical,178,2,Male,3,Manufacturing Director,2,4941.0,6,20,4,4,7.0,0,3,3,0,1,0
731,52.0,yes,Rarely,Research & Development,80.0,4,Medical,433,3,Male,2,Research Scientist,2,4941.0,2,15,3,1,11.0,3,2,8,7,7,1
732,51.0,no,Rarely,Sales,140.0,2,Life Sciences,500,3,Female,3,Sales Executive,4,4936.0,4,11,3,3,13.0,2,2,7,0,7,0
733,28.0,no,Rarely,Human Resources,80.0,2,Medical,869,2,Male,2,Human Resources,4,4936.0,1,13,3,4,6.0,6,3,5,0,4,0
734,35.0,no,Frequently,Research & Development,20.0,4,Medical,1704,1,Male,2,Research Scientist,4,4930.0,0,14,3,3,6.0,2,4,5,1,4,0
735,28.0,no,Rarely,Sales,50.0,4,Medical,916,1,Male,3,Sales Executive,4,4908.0,1,14,3,2,4.0,3,3,4,0,2,0
736,42.0,no,Rarely,Sales,10.0,1,Life Sciences,387,2,Male,3,Sales Executive,3,4907.0,1,25,4,3,20.0,3,3,20,11,6,0
737,25.0,no,Rarely,Sales,80.0,2,Other,2018,1,Female,3,Sales Executive,3,4907.0,0,22,4,2,6.0,3,2,5,0,4,0
738,57.0,no,Rarely,Research & Development,10.0,2,Life Sciences,1483,2,Male,4,Research Scientist,3,4900.0,0,24,4,1,13.0,2,2,12,2,8,0
739,25.0,no,Rarely,Research & Development,66.66666666666667,3,Life Sciences,350,1,Female,3,Manufacturing Director,3,4898.0,0,12,3,4,5.0,3,3,4,1,2,0
740,28.0,no,Frequently,Sales,70.0,3,Life Sciences,1507,3,Male,3,Sales Executive,1,4898.0,0,14,3,4,5.0,5,3,4,1,3,0
741,32.0,yes,Rarely,Research & Development,70.0,2,Life Sciences,1309,4,Male,3,Laboratory Technician,3,4883.0,1,18,3,1,10.0,3,3,10,1,1,1
742,33.0,no,Rarely,Research & Development,150.0,2,Medical,2009,2,Female,3,Healthcare Representative,4,4878.0,0,13,3,1,10.0,6,3,9,8,1,0
743,28.0,no,Rarely,Research & Development,270.0,3,Medical,1622,2,Female,1,Manufacturing Director,1,4877.0,0,21,4,2,6.0,5,2,5,0,0,0
744,40.0,no,Non-Travel,Research & Development,90.0,5,Life Sciences,287,4,Male,2,Healthcare Representative,4,4876.0,9,14,3,4,5.0,5,1,3,0,2,0
745,43.0,no,Rarely,Research & Development,270.0,3,Technical Degree,1599,4,Male,4,Laboratory Technician,2,4876.0,5,12,3,3,8.0,0,3,6,0,2,0
746,54.0,no,Frequently,Research & Development,200.0,4,Life Sciences,450,4,Female,3,Research Scientist,3,4869.0,3,12,3,4,20.0,4,2,4,0,3,0
747,35.0,no,Rarely,Sales,10.0,3,Medical,620,1,Female,3,Sales Executive,3,4859.0,1,16,3,4,13.333333333333334,3,3,5,0,3,0
748,38.0,yes,Rarely,Research & Development,20.0,3,Medical,1573,3,Male,3,Manufacturing Director,2,4855.0,4,11,3,1,7.0,2,3,5,1,4,1
749,25.0,no,Rarely,Sales,80.0,3,Life Sciences,707,4,Male,4,Sales Executive,2,4851.0,0,22,4,3,4.0,4,3,3,1,2,0
750,45.0,no,Rarely,Sales,200.0,3,Life Sciences,2046,4,Female,3,Sales Executive,3,4850.0,8,15,3,3,8.0,3,3,5,0,1,0
751,42.0,no,Rarely,Research & Development,20.0,3,Medical,1542,3,Male,2,Laboratory Technician,2,4841.0,4,14,3,2,7.333333333333333,3,3,1,0,0,0
752,36.0,yes,Rarely,Research & Development,150.0,3,Other,1052,1,Male,3,Laboratory Technician,3,4834.0,7,14,2,2,9.0,3,2,1,0,0,1
753,31.0,no,Rarely,Research & Development,50.0,4,Technical Degree,423,3,Male,3,Research Scientist,4,4821.0,0,12,3,3,6.0,4,3,5,0,3,0
754,46.0,no,Rarely,Research & Development,120.0,3,Medical,550,3,Female,3,Manufacturing Director,3,4810.0,2,14,3,3,19.0,5,2,10,0,8,0
755,34.0,no,Rarely,Research & Development,60.0,4,Other,138,1,Female,3,Research Scientist,3,4809.0,1,14,3,3,16.0,3,3,16,2,10,0
756,45.0,no,Rarely,Sales,20.0,3,Other,606,4,Male,3,Sales Executive,2,4805.0,0,19,3,2,9.0,3,4,8,3,7,0
757,49.0,no,Rarely,Research & Development,30.0,2,Medical,1509,3,Female,2,Laboratory Technician,1,4789.0,4,25,4,1,10.0,3,3,3,1,2,0
758,35.0,no,Rarely,Research & Development,160.0,2,Other,1886,4,Female,2,Manufacturing Director,2,4788.0,0,11,3,4,4.0,2,3,3,0,2,0
759,29.0,yes,Rarely,Research & Development,10.0,4,Medical,2027,1,Male,3,Research Scientist,4,4787.0,9,14,3,2,4.0,3,4,2,2,2,1
760,28.0,no,Rarely,Sales,20.0,4,Marketing,846,2,Female,3,Sales Executive,2,4779.0,1,20,4,1,8.0,2,3,8,7,5,0
761,30.0,no,Rarely,Sales,70.0,4,Marketing,1428,4,Female,3,Sales Executive,1,4779.0,7,14,3,2,8.0,3,3,3,0,2,0
762,37.0,yes,Rarely,Research & Development,110.0,2,Medical,1033,1,Female,1,Healthcare Representative,2,4777.0,5,15,2,1,15.0,2,1,1,0,0,1
763,22.0,no,Rarely,Research & Development,10.0,2,Life Sciences,872,4,Male,2,Manufacturing Director,4,4775.0,6,22,4,1,4.0,2,1,2,2,2,0
764,27.0,no,Frequently,Research & Development,150.0,3,Life Sciences,1870,4,Female,2,Research Scientist,1,4774.0,0,19,3,4,8.0,2,2,7,7,3,0
765,38.0,no,Rarely,Research & Development,90.0,2,Life Sciences,1940,2,Male,3,Research Scientist,4,4771.0,2,19,3,4,10.0,0,4,5,0,3,0
766,44.0,no,Frequently,Sales,10.0,5,Marketing,1481,1,Female,3,Sales Executive,3,4768.0,7,12,4,3,11.0,4,2,1,0,0,0
767,41.0,no,Rarely,Research & Development,120.0,4,Life Sciences,1158,2,Male,3,Laboratory Technician,4,4766.0,3,11,3,1,6.0,4,3,1,0,0,0
768,43.0,no,Rarely,Research & Development,80.0,3,Life Sciences,920,1,Female,3,Manufacturing Director,2,4765.0,4,21,4,3,4.0,2,4,1,0,0,0
769,34.0,no,Rarely,Sales,30.0,3,Other,1478,4,Male,1,Sales Executive,1,4759.0,3,18,3,4,15.0,2,3,13,3,12,0
770,26.0,no,Frequently,Research & Development,136.66666666666666,2,Medical,390,1,Male,3,Healthcare Representative,1,4741.0,1,13,3,3,5.0,3,3,5,3,3,0
771,43.0,no,Frequently,Research & Development,146.66666666666666,3,Medical,171,2,Female,4,Research Scientist,3,4739.0,4,12,3,4,18.0,2,3,3,1,2,0
772,30.0,no,Non-Travel,Sales,250.0,2,Technical Degree,475,4,Female,3,Sales Executive,3,4736.0,7,12,3,2,4.0,2,4,2,2,2,0
773,38.0,no,Frequently,Research & Development,10.0,3,Life Sciences,1668,4,Male,3,Research Scientist,4,4735.0,7,15,3,4,12.666666666666666,4,4,13,2,9,0
774,50.0,yes,Frequently,Sales,10.0,4,Other,1113,4,Male,3,Sales Executive,3,4728.0,3,14,3,4,14.333333333333334,4,3,0,0,0,1
775,28.0,no,Rarely,Sales,260.0,3,Life Sciences,1387,3,Male,2,Sales Executive,1,4724.0,1,11,3,3,5.0,0,3,5,0,4,0
776,34.0,no,Frequently,Research & Development,100.0,4,Life Sciences,1615,3,Male,4,Manufacturing Director,4,4724.0,1,13,3,1,9.0,3,3,9,7,2,0
777,29.0,no,Rarely,Research & Development,30.0,1,Medical,1586,2,Male,3,Laboratory Technician,1,4723.0,1,18,3,4,10.0,3,3,10,1,5,0
778,41.0,no,Rarely,Research & Development,60.0,3,Medical,957,4,Male,3,Laboratory Technician,1,4721.0,2,13,3,3,20.0,3,3,18,2,17,0
779,35.0,no,Rarely,Sales,10.0,3,Marketing,600,2,Male,3,Sales Executive,3,4717.0,9,11,3,3,15.0,2,3,11,6,9,0
780,32.0,yes,Non-Travel,Sales,110.0,4,Other,631,4,Male,4,Sales Executive,3,4707.0,8,12,3,4,6.0,2,3,4,1,2,1
781,30.0,no,Non-Travel,Research & Development,90.0,2,Medical,1298,3,Female,3,Manufacturing Director,3,4695.0,7,18,3,3,10.0,3,3,8,1,7,0
782,26.0,no,Rarely,Sales,100.0,3,Medical,1836,3,Male,3,Sales Executive,4,4684.0,1,13,3,1,5.0,4,3,5,1,2,0
783,33.0,no,Frequently,Sales,100.0,3,Marketing,446,2,Male,2,Sales Executive,4,4682.0,3,14,3,3,9.0,6,2,7,0,1,0
784,37.0,no,Rarely,Research & Development,100.0,2,Life Sciences,715,4,Male,4,Research Scientist,4,4680.0,3,17,3,1,4.0,2,3,1,0,0,0
785,36.0,no,Rarely,Research & Development,70.0,4,Other,949,2,Male,3,Research Scientist,4,4678.0,2,18,3,3,8.0,6,3,6,0,1,0
786,32.0,no,Frequently,Sales,90.0,2,Medical,195,4,Male,1,Sales Executive,4,4668.0,0,17,3,4,6.0,2,4,8,0,7,0
787,36.0,no,Rarely,Research & Development,120.0,4,Life Sciences,1614,3,Female,3,Manufacturing Director,3,4663.0,9,12,3,2,7.0,2,3,3,1,1,0
788,40.0,no,Rarely,Research & Development,20.0,3,Life Sciences,1346,3,Male,3,Research Scientist,4,4661.0,1,13,3,3,9.0,4,3,9,8,8,0
789,29.0,no,Non-Travel,Sales,20.0,3,Life Sciences,469,4,Male,3,Sales Executive,3,4649.0,1,14,3,1,7.666666666666667,3,2,4,0,2,0
790,32.0,no,Frequently,Sales,100.0,4,Marketing,1853,4,Male,3,Sales Executive,4,4648.0,8,13,3,3,4.0,2,4,0,0,0,0
791,27.0,no,Frequently,Sales,30.0,1,Medical,714,4,Female,4,Sales Executive,4,4647.0,1,20,4,2,7.666666666666667,3,3,6,0,4,0
792,36.0,no,Frequently,Sales,70.0,3,Marketing,1362,1,Female,4,Sales Executive,1,4639.0,2,16,3,4,17.0,2,2,15,6,13,0
793,40.0,no,Rarely,Sales,140.0,2,Life Sciences,1598,4,Female,3,Sales Executive,1,4639.0,1,15,3,3,5.0,2,3,5,1,2,0
794,30.0,no,Rarely,Research & Development,60.0,3,Technical Degree,1311,1,Female,2,Laboratory Technician,4,4627.0,0,12,3,1,10.0,6,3,9,6,7,0
795,27.0,no,Non-Travel,Research & Development,80.0,5,Life Sciences,1094,1,Male,1,Laboratory Technician,3,4621.0,1,19,3,4,3.0,4,3,3,1,2,0
796,24.0,no,Rarely,Research & Development,10.0,2,Life Sciences,1981,2,Male,2,Healthcare Representative,3,4617.0,1,12,3,2,4.0,2,2,4,1,2,0
797,46.0,no,Rarely,Research & Development,80.0,4,Life Sciences,1080,4,Female,2,Research Scientist,1,4615.0,8,23,4,1,19.0,2,3,16,1,7,0
798,35.0,yes,Frequently,Sales,180.0,4,Marketing,1380,4,Female,3,Sales Executive,3,4614.0,0,18,3,3,7.333333333333333,0,2,4,3,2,1
799,35.0,no,Rarely,Sales,180.0,3,Medical,975,3,Female,3,Sales Executive,3,4601.0,1,16,4,2,5.0,3,3,5,1,0,0
800,34.0,yes,Rarely,Sales,240.0,4,Medical,1489,1,Female,2,Sales Executive,2,4599.0,0,23,4,3,16.0,2,4,15,10,10,1
801,47.0,no,Rarely,Sales,140.0,3,Medical,1503,3,Female,3,Sales Executive,3,4591.0,3,17,3,3,11.0,4,2,5,1,2,0
802,35.0,yes,Frequently,Sales,120.0,4,Other,1667,4,Male,3,Sales Executive,4,4581.0,3,24,4,1,13.0,2,4,11,6,7,1
803,24.0,yes,Rarely,Sales,30.0,2,Life Sciences,720,1,Female,3,Sales Executive,3,4577.0,9,14,3,1,4.0,3,3,2,2,0,1
804,34.0,no,Non-Travel,Sales,230.0,4,Marketing,60,2,Male,3,Sales Executive,3,4568.0,0,20,4,3,10.0,2,3,9,8,7,0
805,31.0,yes,Rarely,Sales,140.0,3,Life Sciences,175,2,Female,1,Sales Executive,3,4559.0,3,11,3,3,4.0,2,3,2,2,2,1
806,28.0,no,Rarely,Research & Development,170.0,2,Medical,536,3,Male,3,Laboratory Technician,1,4558.0,1,12,3,4,10.0,2,3,10,1,8,0
807,42.0,no,Frequently,Research & Development,290.0,2,Life Sciences,547,1,Female,3,Research Scientist,3,4556.0,2,11,3,2,19.0,3,3,5,0,2,0
808,29.0,no,Frequently,Sales,20.0,2,Life Sciences,388,2,Male,3,Sales Executive,4,4554.0,1,18,3,1,10.0,3,2,10,0,9,0
809,39.0,no,Rarely,Research & Development,20.0,4,Technical Degree,721,4,Female,2,Healthcare Representative,3,4553.0,1,11,3,1,20.0,4,3,20,11,10,0
810,44.0,no,Rarely,Research & Development,290.0,4,Other,1225,4,Male,3,Research Scientist,4,4541.0,1,25,4,2,20.0,3,3,20,13,17,0
811,33.0,no,Frequently,Sales,250.0,3,Medical,1220,2,Female,3,Sales Executive,3,4539.0,1,12,3,1,10.0,3,2,10,0,1,0
